",Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,total_spendings,Total_Children,Living_With"
"962,Postgraduate,41021.0,12,2,2,0,3,6,0,1,57,546,64,1,Partner"
"963,Postgraduate,40233.0,84,5,2,1,5,6,0,0,51,258,149,1,Partner"
"964,Graduate,50183.0,47,7,3,1,6,5,0,0,46,4,231,2,Partner"
"965,Graduate,54753.0,87,3,5,2,11,4,0,0,67,290,728,1,Partner"
"966,Graduate,92955.0,35,1,6,7,9,2,0,1,53,314,1778,0,Partner"
"967,Graduate,33471.0,47,3,3,0,4,7,0,0,53,625,93,1,Partner"
"968,Postgraduate,34596.0,48,1,1,0,2,8,0,1,52,442,23,1,Partner"
"969,Graduate,44010.0,46,6,10,2,6,9,0,0,46,624,662,1,Partner"
"970,Graduate,84219.0,27,1,3,4,10,1,0,0,38,147,1198,0,Partner"
"971,Postgraduate,40706.0,37,4,3,0,4,7,0,0,58,528,81,3,Partner"
"972,Undergraduate,15716.0,8,3,3,0,4,8,1,0,38,594,92,1,Partner"
"973,Undergraduate,59052.0,29,3,7,1,7,5,0,0,67,224,491,1,Alone"
"974,Postgraduate,80573.0,85,1,4,6,13,2,0,0,55,623,1564,0,Partner"
"975,Graduate,83715.0,2,1,2,8,13,0,0,0,64,146,926,0,Partner"
"976,Postgraduate,82576.0,66,1,2,4,12,1,0,0,67,697,1910,0,Partner"
"977,Postgraduate,56962.0,60,7,6,3,5,7,0,0,61,261,411,3,Partner"
"978,Graduate,35704.0,54,3,2,0,4,4,0,0,74,177,94,2,Partner"
"979,Graduate,53103.0,70,5,10,6,7,7,0,0,72,290,1085,1,Partner"
"980,Undergraduate,46779.0,55,1,0,1,2,4,0,0,66,352,23,2,Alone"
"981,Graduate,4861.0,20,0,0,0,0,14,0,0,61,7,6,0,Alone"
"982,Postgraduate,33462.0,78,1,2,0,3,7,0,0,47,326,54,1,Alone"
"983,Graduate,63693.0,63,3,11,6,9,6,0,0,48,258,1150,1,Alone"
"984,Graduate,80763.0,17,1,5,11,6,3,0,1,76,318,1415,0,Partner"
"985,Postgraduate,65352.0,43,2,4,2,8,4,0,0,52,312,405,1,Partner"
"986,Postgraduate,82170.0,13,1,5,6,7,2,0,0,48,216,1908,0,Partner"
"987,Graduate,75759.0,46,1,9,7,9,5,0,1,57,247,2486,0,Partner"
"988,Undergraduate,79689.0,65,1,4,9,13,2,0,0,50,413,1315,0,Alone"
"989,Postgraduate,35340.0,1,2,2,0,3,5,0,0,70,0,45,2,Alone"
"990,Graduate,85683.0,6,1,2,4,10,1,0,1,72,100,1789,0,Alone"
"991,Undergraduate,24884.0,32,1,0,0,3,7,0,0,54,577,19,1,Partner"
"992,Postgraduate,42021.0,34,5,10,1,6,9,0,0,45,667,573,1,Partner"
"993,Graduate,64449.0,70,4,5,3,12,4,0,0,37,131,805,1,Alone"
"994,Graduate,64587.0,49,2,1,1,4,3,0,0,72,7,108,2,Alone"
"995,Graduate,34824.0,65,1,1,0,2,6,0,0,31,95,23,0,Alone"
"996,Graduate,75437.0,25,1,8,4,10,6,0,0,48,232,1493,0,Partner"
"997,Graduate,26091.0,84,3,2,1,3,5,0,0,69,124,89,2,Partner"
"998,Graduate,52845.0,7,3,8,8,6,6,0,0,53,320,936,1,Partner"
"999,Graduate,46086.0,34,4,3,1,8,4,0,0,70,238,343,1,Alone"
"1000,Postgraduate,78028.0,38,1,6,4,9,7,0,1,70,657,528,1,Alone"
"1001,Postgraduate,95169.0,1,1,4,3,4,1,0,1,39,263,1901,0,Alone"
"1002,Undergraduate,56337.0,25,5,8,5,4,8,0,1,45,459,724,2,Partner"
"1003,Graduate,22434.0,25,2,2,0,3,8,0,0,39,501,58,1,Partner"
"1004,Postgraduate,36930.0,50,5,5,2,4,8,0,0,72,408,297,1,Partner"
"1005,Graduate,36130.0,46,6,3,8,4,4,0,1,72,512,488,1,Alone"
"1006,Postgraduate,65569.0,96,2,6,5,10,3,0,0,73,601,859,1,Partner"
"1007,Graduate,83844.0,57,1,4,4,11,1,0,0,74,413,1574,0,Partner"
"1008,Graduate,19514.0,47,4,3,1,2,8,0,0,58,154,69,2,Partner"
"1009,Postgraduate,36736.0,52,1,1,0,2,6,0,0,63,415,17,2,Alone"
"1010,Graduate,77568.0,30,1,10,2,8,5,0,0,47,673,2194,1,Partner"
"1011,Postgraduate,49187.0,63,1,1,1,5,2,0,0,50,169,116,1,Partner"
"1012,Graduate,30168.0,51,7,6,1,4,9,0,0,48,479,279,1,Alone"
"1013,Postgraduate,34053.0,14,1,3,0,3,8,0,0,58,657,103,1,Partner"
"1014,Postgraduate,38196.0,20,3,2,0,4,5,0,0,55,72,44,2,Partner"
"1015,Postgraduate,59412.0,56,1,4,2,8,3,0,0,75,71,406,0,Partner"
"1016,Undergraduate,70924.0,41,1,6,6,7,3,0,0,61,83,1363,0,Partner"
"1017,Graduate,54165.0,72,1,2,1,7,2,0,0,57,397,236,0,Partner"
"1018,Graduate,32300.0,1,1,1,0,3,8,0,0,53,542,39,1,Partner"
"1019,Graduate,20180.0,27,1,2,1,4,7,0,0,50,494,137,0,Alone"
"1020,Graduate,34961.0,77,3,3,1,3,7,0,0,53,10,79,1,Partner"
"1021,Postgraduate,28440.0,87,1,2,0,3,8,0,0,52,357,63,1,Partner"
"1022,Postgraduate,64504.0,81,7,11,3,4,7,0,1,73,482,1314,3,Partner"
"1023,Postgraduate,33564.0,51,1,1,1,3,5,0,0,60,5,71,1,Partner"
"1024,Graduate,17345.0,79,2,2,1,2,8,0,0,48,603,58,1,Partner"
"1025,Postgraduate,56320.0,11,3,5,4,9,4,0,0,59,447,702,1,Partner"
"1026,Graduate,28647.0,54,1,2,2,2,7,0,1,48,312,94,1,Alone"
"1027,Undergraduate,15038.0,93,2,2,1,2,9,0,0,39,516,80,1,Alone"
"1028,Postgraduate,32173.0,0,1,1,0,3,4,0,0,68,332,22,1,Alone"
"1029,Undergraduate,68316.0,54,5,10,7,10,6,0,0,62,602,1211,1,Partner"
"1030,Graduate,74538.0,21,1,8,8,5,3,0,1,55,365,1461,0,Partner"
"1031,Graduate,91700.0,58,1,8,6,5,3,0,1,55,528,1968,0,Alone"
"1032,Graduate,68695.0,3,1,4,4,7,2,0,0,57,4,1091,0,Partner"
"1033,Undergraduate,31056.0,99,1,1,0,3,8,0,0,49,523,55,1,Partner"
"1034,Graduate,79593.0,70,1,5,6,7,2,0,0,53,48,1366,0,Partner"
"1035,Graduate,28071.0,65,2,5,1,5,8,0,0,46,669,313,0,Alone"
"1036,Postgraduate,37334.0,44,4,3,0,4,4,0,0,68,123,62,2,Partner"
"1037,Postgraduate,46423.0,6,3,2,0,4,7,0,0,54,284,92,2,Alone"
"1038,Postgraduate,37126.0,9,1,1,2,2,6,0,1,55,91,72,1,Partner"
"1039,Graduate,47703.0,95,4,6,3,8,5,0,0,73,396,655,1,Partner"
"1040,Graduate,61180.0,70,2,5,5,6,3,0,0,67,67,704,1,Partner"
"1041,Graduate,38998.0,92,3,2,0,3,8,1,0,72,603,54,2,Partner"
"1042,Graduate,8028.0,62,15,0,1,0,19,0,0,35,649,178,0,Alone"
"1043,Graduate,76081.0,85,1,4,5,4,2,0,0,64,37,1033,0,Partner"
"1044,Graduate,34728.0,2,1,1,1,2,6,0,1,40,334,36,1,Partner"
"1045,Postgraduate,33168.0,0,3,2,1,4,7,0,0,61,624,122,1,Alone"
"1046,Postgraduate,33585.0,91,1,2,0,4,4,0,0,60,277,122,1,Partner"
"1047,Postgraduate,77037.0,3,1,7,7,12,3,0,0,66,259,1123,1,Partner"
"1048,Graduate,35196.0,68,6,6,1,5,8,0,1,42,593,497,1,Partner"
"1049,Graduate,44529.0,98,6,6,2,11,5,0,0,60,359,691,1,Partner"
"1050,Undergraduate,70924.0,41,1,6,6,7,3,0,0,61,83,1363,0,Partner"
"1051,Postgraduate,28764.0,16,1,1,0,2,8,0,0,60,24,12,2,Partner"
"1052,Postgraduate,69098.0,82,1,7,8,9,5,0,0,77,498,2440,0,Partner"
"1053,Undergraduate,25959.0,1,2,1,2,2,6,0,1,56,500,56,2,Alone"
"1054,Postgraduate,27100.0,64,1,1,0,3,7,0,0,43,450,37,1,Partner"
"1055,Graduate,70596.0,68,1,3,5,12,2,0,0,41,632,968,0,Alone"
"1056,Graduate,42557.0,98,4,6,1,4,8,0,0,52,669,270,1,Partner"
"1057,Postgraduate,53312.0,32,1,5,1,5,7,0,0,75,324,278,0,Partner"
"1058,Graduate,72228.0,87,1,6,7,8,3,0,0,74,579,1250,0,Alone"
"1059,Graduate,67605.0,84,1,2,8,6,1,0,0,39,455,938,0,Partner"
"1060,Postgraduate,62845.0,3,11,3,4,10,8,0,0,77,636,1178,2,Partner"
"1061,Graduate,65196.0,34,2,7,6,11,5,0,0,68,339,1155,2,Partner"
"1062,Postgraduate,42000.0,23,2,5,2,11,5,0,1,39,535,653,0,Alone"
"1063,Postgraduate,35860.0,37,2,1,1,2,5,0,0,53,41,49,2,Alone"
"1064,Postgraduate,65526.0,22,1,4,4,8,2,0,0,62,79,506,1,Partner"
"1065,Graduate,16860.0,19,3,1,1,3,7,0,0,65,655,38,2,Partner"
"1066,Graduate,83528.0,7,1,4,10,8,1,0,1,34,59,1650,0,Alone"
"1067,Undergraduate,64176.0,52,8,8,9,8,6,0,0,61,695,1826,1,Alone"
"1068,Graduate,22304.0,91,1,1,0,2,8,0,0,70,694,18,0,Alone"
"1069,Graduate,67023.0,93,1,3,7,13,2,1,0,48,117,906,0,Partner"
"1070,Postgraduate,32892.0,78,2,3,0,3,8,0,0,55,35,46,1,Partner"
"1071,Graduate,70713.0,23,6,5,6,8,3,0,0,60,573,1477,1,Partner"
"1072,Graduate,59925.0,83,3,9,2,9,6,0,0,71,576,766,1,Partner"
"1073,Graduate,39722.0,92,2,2,0,3,5,0,0,73,125,47,1,Partner"
"1074,Graduate,46610.0,4,1,6,1,6,6,0,0,68,346,467,0,Partner"
"1075,Graduate,88347.0,32,1,4,7,9,1,0,0,65,361,2116,0,Partner"
"1076,Postgraduate,87171.0,27,1,6,7,11,2,0,0,45,424,1298,0,Partner"
"1077,Undergraduate,26907.0,10,2,1,0,3,7,0,0,50,313,22,2,Partner"
"1078,Postgraduate,50014.0,9,2,4,1,8,5,0,0,58,158,396,1,Alone"
"1079,Postgraduate,41014.0,65,1,1,0,2,7,0,0,48,433,20,1,Partner"
"1080,Graduate,66294.0,68,1,4,3,5,2,0,0,61,104,967,0,Alone"
"1081,Graduate,36715.0,16,6,7,2,4,9,0,1,55,589,357,1,Partner"
"1082,Graduate,79456.0,12,1,5,6,4,3,0,1,70,676,1401,0,Partner"
"1083,Graduate,40479.0,95,1,0,0,3,4,0,0,44,316,15,1,Partner"
"1084,Postgraduate,75345.0,16,1,5,8,6,3,0,1,56,512,2087,0,Alone"
"1085,Graduate,54233.0,46,4,11,6,5,8,0,0,49,510,981,1,Partner"
"1086,Graduate,24163.0,3,2,1,0,3,4,0,0,56,260,17,2,Alone"
"1087,Postgraduate,84460.0,80,0,9,9,4,5,0,1,68,541,523,0,Partner"
"1088,Graduate,43776.0,77,1,1,0,2,6,0,0,43,57,23,1,Partner"
"1089,Postgraduate,71691.0,0,1,4,7,5,2,0,1,68,104,1192,0,Alone"
"1090,Postgraduate,85844.0,62,1,6,6,7,2,0,0,53,31,1958,0,Partner"
"1091,Postgraduate,39190.0,91,2,2,1,4,5,0,0,52,64,133,1,Alone"
"1092,Graduate,71367.0,24,1,4,5,7,2,0,0,67,310,777,0,Partner"
"1093,Postgraduate,38578.0,2,3,3,0,3,8,0,0,54,372,73,2,Alone"
"1094,Postgraduate,57236.0,22,3,2,1,4,3,0,0,61,109,121,2,Partner"
"1095,Graduate,61825.0,56,1,4,2,8,4,0,0,47,326,424,1,Alone"
"1096,Graduate,79803.0,54,1,4,3,5,1,0,0,68,27,868,1,Alone"
"1097,Undergraduate,80910.0,71,1,3,3,8,1,0,0,40,606,756,0,Alone"
"1098,Postgraduate,27590.0,38,1,1,0,2,7,0,0,44,432,12,1,Partner"
"1099,Graduate,56775.0,62,2,5,8,10,5,0,0,47,543,937,1,Partner"
"1100,Graduate,83829.0,78,0,4,7,6,1,0,1,51,264,1862,0,Alone"
"1101,Undergraduate,54210.0,18,2,4,1,7,5,0,0,47,405,367,1,Partner"
"1102,Graduate,38508.0,95,6,7,2,5,8,0,0,40,331,443,1,Partner"
"1103,Graduate,53187.0,66,2,4,1,6,5,0,0,56,246,267,1,Partner"
"1104,Graduate,30023.0,28,1,2,0,3,8,0,0,54,97,61,1,Partner"
"1105,Postgraduate,76045.0,78,1,4,5,11,2,0,0,66,226,1323,0,Alone"
"1106,Postgraduate,50870.0,13,1,2,0,3,5,0,0,74,10,63,1,Partner"
"1107,Undergraduate,15315.0,27,2,2,0,4,5,0,0,56,330,64,0,Partner"
"1108,Undergraduate,65463.0,17,2,6,2,9,5,0,0,52,150,562,1,Partner"
"1109,Graduate,66480.0,71,7,4,1,7,4,0,0,61,29,312,2,Partner"
"1110,Graduate,76773.0,79,1,2,2,11,1,0,0,72,489,1156,0,Alone"
"1111,Undergraduate,81698.0,1,1,8,2,5,5,0,1,43,485,1104,0,Alone"
"1112,Postgraduate,54466.0,78,1,1,0,2,5,0,0,53,140,16,2,Alone"
"1113,Postgraduate,98777.0,23,0,4,6,9,1,0,0,66,132,2008,0,Alone"
"1114,Postgraduate,16269.0,75,3,3,0,3,8,0,0,42,303,44,1,Alone"
"1115,Graduate,71819.0,70,3,3,3,5,6,0,0,55,305,1574,1,Partner"
"1116,Postgraduate,33569.0,10,1,1,1,2,8,0,1,43,256,63,1,Partner"
"1117,Postgraduate,36262.0,24,1,3,5,3,6,0,1,43,282,426,0,Partner"
"1118,Undergraduate,22634.0,47,1,2,1,2,8,0,0,60,529,96,0,Partner"
"1119,Undergraduate,47025.0,98,5,11,1,6,9,0,0,48,290,635,1,Partner"
"1120,Graduate,70566.0,4,2,6,5,9,3,0,0,58,266,757,1,Alone"
"1121,Postgraduate,31605.0,15,2,2,1,4,7,0,0,47,584,125,1,Partner"
"1122,Postgraduate,52034.0,67,5,4,2,5,7,0,0,53,408,332,2,Alone"
"1123,Graduate,48526.0,32,1,2,1,4,3,0,0,47,187,135,1,Alone"
"1124,Graduate,46734.0,40,2,6,1,5,7,0,0,72,588,330,1,Partner"
"1125,Graduate,39552.0,54,7,6,2,5,8,0,1,64,558,384,2,Alone"
"1126,Graduate,86358.0,78,4,5,3,6,8,0,0,60,690,1722,2,Alone"
"1127,Graduate,46931.0,94,2,1,1,3,3,0,0,49,66,78,3,Partner"
"1128,Undergraduate,16581.0,51,1,0,0,3,4,0,0,41,533,24,0,Alone"
"1129,Undergraduate,63998.0,42,1,7,6,11,4,0,1,74,191,1168,0,Alone"
"1130,Postgraduate,67381.0,67,4,2,2,9,7,0,0,75,530,957,1,Partner"
"1131,Graduate,25930.0,87,1,1,0,2,7,0,0,59,262,15,2,Alone"
"1132,Graduate,42693.0,29,1,1,0,3,5,0,0,48,22,57,1,Partner"
"1133,Graduate,85606.0,89,2,6,7,9,3,0,0,50,594,1956,1,Partner"
"1134,Graduate,72903.0,74,1,7,5,8,4,0,1,41,243,2013,0,Alone"
"1135,Undergraduate,49669.0,97,2,5,1,6,6,0,0,52,36,326,1,Partner"
"1136,Postgraduate,36778.0,63,3,3,0,3,9,0,0,58,693,77,2,Partner"
"1137,Postgraduate,85696.0,88,1,4,6,9,1,0,1,64,422,1313,0,Alone"
"1138,Postgraduate,10979.0,34,2,3,0,3,5,0,0,37,38,30,0,Alone"
"1139,Graduate,49678.0,81,2,6,2,4,7,0,0,65,512,315,1,Partner"
"1140,Postgraduate,56129.0,65,4,6,2,10,4,0,0,73,374,660,1,Partner"
"1141,Graduate,37155.0,51,1,2,0,4,5,0,0,37,514,74,1,Partner"
"1142,Undergraduate,21282.0,76,2,2,1,2,6,0,0,48,49,46,1,Alone"
"1143,Postgraduate,33419.0,76,2,2,0,4,7,0,0,64,316,86,1,Alone"
"1144,Graduate,63285.0,84,1,6,5,13,3,0,0,81,236,1103,0,Alone"
"1145,Postgraduate,21255.0,56,4,2,1,4,4,0,0,52,159,61,1,Partner"
"1146,Graduate,42162.0,31,2,3,1,3,6,0,1,45,222,145,1,Partner"
"1147,Graduate,54450.0,0,12,9,2,8,8,0,0,70,653,684,2,Partner"
"1148,Postgraduate,57744.0,91,2,9,1,4,8,0,0,72,229,411,1,Partner"
"1149,Graduate,26576.0,40,1,1,0,2,9,0,1,40,624,27,1,Alone"
"1150,Postgraduate,57513.0,59,2,9,3,13,6,0,0,83,358,1060,0,Alone"
"1151,Graduate,68142.0,96,3,10,4,7,6,0,0,62,669,1459,1,Partner"
"1152,Graduate,7500.0,61,1,1,0,2,8,0,0,47,669,18,1,Partner"
"1153,Graduate,83145.0,14,1,5,9,11,2,0,1,52,645,1833,0,Partner"
"1154,Postgraduate,54197.0,16,2,1,3,6,1,0,0,66,87,237,1,Partner"
"1155,Postgraduate,23091.0,98,4,2,1,3,7,0,0,63,32,48,2,Alone"
"1156,Graduate,46049.0,11,10,5,2,9,7,0,1,50,343,515,2,Partner"
"1157,Graduate,56715.0,52,1,7,3,4,4,0,0,52,571,1020,0,Partner"
"1158,Graduate,79410.0,19,1,3,2,5,1,0,0,65,31,1370,0,Partner"
"1159,Graduate,57304.0,61,2,7,6,10,5,0,0,75,475,1026,1,Partner"
"1160,Graduate,44375.0,73,1,4,1,6,5,0,0,61,98,301,1,Partner"
"1161,Graduate,54450.0,0,12,9,2,8,8,0,0,70,653,684,2,Partner"
"1162,Graduate,59594.0,74,1,8,1,7,7,0,0,61,617,499,1,Partner"
"1163,Graduate,80685.0,55,1,6,4,10,2,0,0,32,676,1004,0,Partner"
"1164,Postgraduate,40344.0,48,2,4,1,5,7,0,0,52,259,218,1,Partner"
"1165,Graduate,62710.0,53,4,4,2,12,4,0,0,54,402,606,1,Partner"
"1166,Undergraduate,48985.0,13,1,1,1,3,3,0,0,58,359,75,1,Partner"
"1167,Graduate,35322.0,34,3,2,0,4,8,0,0,58,676,106,3,Partner"
"1168,Graduate,77142.0,54,1,4,4,8,2,0,0,78,396,990,0,Partner"
"1169,Graduate,81657.0,69,1,3,4,8,1,0,0,57,158,1097,0,Alone"
"1170,Undergraduate,14421.0,81,1,1,0,2,5,0,0,30,132,16,0,Partner"
"1171,Undergraduate,20130.0,99,1,1,0,3,8,0,0,52,104,34,0,Partner"
"1172,Postgraduate,74214.0,3,1,8,2,5,5,0,0,36,672,1711,0,Partner"
"1173,Postgraduate,66726.0,61,3,8,2,4,7,0,0,69,168,438,2,Partner"
"1174,Undergraduate,23724.0,65,2,2,0,3,8,0,0,47,537,75,1,Partner"
"1175,Postgraduate,47353.0,93,3,2,2,6,5,0,0,66,228,225,1,Partner"
"1176,Postgraduate,33444.0,24,1,1,0,2,8,0,0,74,603,18,2,Partner"
"1177,Graduate,54386.0,8,2,3,2,10,3,0,0,45,408,470,1,Partner"
"1178,Graduate,28510.0,72,3,2,0,4,5,0,0,45,442,91,2,Alone"
"1179,Postgraduate,90638.0,29,1,3,4,10,1,0,0,35,136,2525,0,Alone"
"1180,Graduate,48070.0,33,3,8,2,6,7,1,0,76,532,504,1,Partner"
"1181,Graduate,43140.0,68,1,4,1,5,6,0,0,69,540,235,1,Partner"
"1182,Postgraduate,54959.0,55,3,9,5,4,7,0,1,65,526,1232,1,Alone"
"1183,Undergraduate,15056.0,76,5,2,2,3,5,0,0,68,422,88,2,Alone"
"1184,Graduate,26954.0,17,1,1,0,2,7,0,0,55,52,17,1,Alone"
"1185,Graduate,22327.0,94,1,1,0,3,5,0,0,41,331,24,1,Alone"
"1186,Graduate,44393.0,86,2,1,0,4,4,0,0,61,311,60,2,Partner"
"1187,Postgraduate,62000.0,25,1,6,6,13,4,0,0,74,308,1020,1,Alone"
"1188,Postgraduate,31497.0,22,2,3,1,4,8,0,0,64,570,155,1,Partner"
"1189,Undergraduate,45894.0,15,1,1,0,3,5,0,0,52,122,51,2,Partner"
"1190,Postgraduate,78579.0,35,1,5,6,4,3,0,1,56,554,1812,0,Alone"
"1191,Postgraduate,67369.0,81,4,7,4,10,4,0,1,57,589,1461,1,Alone"
"1192,Graduate,58401.0,55,1,1,2,2,4,0,0,66,70,96,1,Alone"
"1193,Graduate,62307.0,94,1,4,0,4,5,0,0,74,132,160,1,Alone"
"1194,Postgraduate,43641.0,50,3,2,1,4,6,0,0,57,433,139,2,Partner"
"1195,Postgraduate,63841.0,64,1,9,3,9,6,0,0,58,434,908,1,Alone"
"1196,Undergraduate,46891.0,91,1,2,1,4,4,0,0,61,301,183,1,Partner"
"1197,Postgraduate,70091.0,11,2,5,2,10,8,0,0,57,455,1161,1,Partner"
"1198,Postgraduate,78075.0,72,1,3,5,5,1,0,0,54,85,988,0,Partner"
"1199,Undergraduate,59184.0,6,3,6,6,12,5,0,0,65,658,1072,1,Alone"
"1200,Graduate,54809.0,0,4,2,1,5,4,0,0,49,291,174,2,Partner"
"1201,Graduate,58113.0,66,3,9,2,8,7,1,0,67,520,758,1,Partner"
"1202,Postgraduate,51412.0,42,2,3,2,4,4,0,0,68,180,195,1,Partner"
"1203,Graduate,15287.0,60,2,1,1,2,7,0,1,47,627,31,1,Alone"
"1204,Postgraduate,66636.0,64,1,3,4,9,1,0,0,69,316,1084,0,Partner"
"1205,Postgraduate,50965.0,87,3,10,4,5,8,0,0,70,494,685,1,Partner"
"1206,Postgraduate,84618.0,96,1,6,9,10,2,0,0,61,219,1672,0,Partner"
"1207,Graduate,18351.0,1,1,2,0,3,7,0,0,36,243,43,0,Partner"
"1208,Postgraduate,40451.0,54,1,1,1,2,5,0,0,69,133,49,2,Partner"
"1209,Graduate,36317.0,53,2,3,0,4,7,0,0,61,403,133,1,Partner"
"1210,Graduate,42213.0,96,2,5,1,7,7,0,0,69,260,363,1,Partner"
"1211,Graduate,65748.0,58,2,2,4,10,1,1,0,71,440,545,1,Partner"
"1212,Graduate,77044.0,12,2,7,11,11,4,0,0,54,245,1065,1,Partner"
"1213,Graduate,74918.0,78,1,5,9,6,3,0,0,57,474,2047,0,Partner"
"1214,Graduate,56721.0,64,5,4,1,5,6,0,0,54,606,296,2,Partner"
"1215,Graduate,42160.0,26,4,2,1,4,6,0,1,51,366,140,2,Alone"
"1216,Graduate,61559.0,8,1,4,2,10,3,0,0,61,347,530,1,Alone"
"1217,Postgraduate,33629.0,49,5,3,1,4,9,0,0,63,690,152,2,Partner"
"1218,Postgraduate,68682.0,56,1,4,9,10,2,0,0,35,266,1598,0,Partner"
"1219,Graduate,34377.0,55,2,2,2,2,7,0,0,63,526,114,1,Alone"
"1220,Undergraduate,8940.0,25,3,3,1,3,8,0,0,40,676,101,1,Alone"
"1221,Graduate,26228.0,50,1,1,0,2,8,0,0,53,280,25,1,Partner"
"1222,Undergraduate,77297.0,84,1,5,7,9,4,0,0,69,519,789,0,Alone"
"1223,Graduate,40211.0,30,2,2,1,2,8,0,0,45,334,87,2,Partner"
"1224,Postgraduate,33438.0,81,4,2,1,4,5,0,0,68,280,90,2,Alone"
"1225,Postgraduate,75032.0,74,2,5,4,9,3,0,0,67,427,1215,1,Partner"
"1226,Postgraduate,61284.0,76,1,11,2,8,6,0,0,71,260,811,0,Alone"
"1227,Graduate,22518.0,36,2,2,1,2,5,0,1,40,615,61,1,Partner"
"1228,Postgraduate,54730.0,64,5,4,1,8,4,0,0,51,318,405,1,Partner"
"1229,Postgraduate,38452.0,62,3,3,0,3,7,0,0,71,91,72,2,Partner"
"1230,Graduate,44421.0,53,5,5,0,4,8,0,0,55,499,189,2,Alone"
"1231,Postgraduate,38197.0,86,1,1,0,3,5,0,0,40,365,40,1,Partner"
"1232,Graduate,41986.0,15,3,3,0,4,4,0,0,48,140,63,1,Alone"
"1233,Graduate,28427.0,67,2,2,0,3,8,0,0,43,465,52,1,Partner"
"1234,Postgraduate,37395.0,47,1,1,0,3,6,0,0,50,58,39,1,Partner"
"1235,Graduate,64722.0,47,4,8,2,11,6,0,0,55,34,805,1,Partner"
"1236,Postgraduate,55249.0,81,1,2,1,4,3,0,0,70,73,130,1,Partner"
"1237,Graduate,84906.0,98,1,5,6,12,2,0,0,54,268,1631,0,Partner"
"1238,Graduate,28691.0,56,1,1,0,3,8,0,0,37,360,34,1,Partner"
"1239,Graduate,44213.0,48,4,2,1,5,6,0,0,74,212,152,2,Alone"
"1240,Undergraduate,25707.0,18,1,1,0,3,7,0,0,42,162,21,1,Alone"
"1241,Postgraduate,59062.0,74,2,2,0,3,4,0,0,59,269,71,3,Partner"
"1242,Graduate,76624.0,68,1,5,10,7,1,0,0,64,36,899,1,Alone"
"1243,Postgraduate,66000.0,36,1,1,3,5,1,0,0,79,70,711,0,Partner"
"1244,Postgraduate,27683.0,90,4,6,2,4,8,0,0,48,694,351,1,Partner"
"1245,Graduate,1730.0,65,15,0,0,0,20,0,0,55,42,8,0,Alone"
"1246,Undergraduate,7500.0,63,4,3,2,2,9,0,0,34,573,119,1,Alone"
"1247,Graduate,40521.0,82,1,0,1,2,5,0,0,58,450,21,2,Partner"
"1248,Postgraduate,20427.0,63,1,1,0,2,8,0,0,53,97,10,1,Partner"
"1249,Graduate,65106.0,55,3,8,3,13,6,0,0,51,36,973,1,Partner"
"1250,Postgraduate,69969.0,64,1,4,2,6,3,0,1,61,306,1536,0,Partner"
"1251,Graduate,67433.0,51,4,6,5,13,4,0,0,74,348,992,2,Partner"
"1252,Postgraduate,77766.0,97,2,11,10,11,6,0,1,59,492,1529,1,Partner"
"1253,Graduate,74716.0,92,2,7,3,5,4,0,0,54,290,860,1,Partner"
"1254,Graduate,68118.0,51,2,8,9,4,6,0,0,63,254,928,1,Alone"
"1255,Postgraduate,55158.0,72,4,7,2,5,7,0,1,56,699,418,2,Partner"
"1256,Undergraduate,62972.0,39,2,7,4,3,6,0,1,71,695,587,1,Partner"
"1257,Graduate,74190.0,49,2,4,2,11,2,0,0,51,48,641,1,Partner"
"1258,Graduate,39356.0,21,1,1,0,2,6,0,0,50,102,23,2,Partner"
"1259,Graduate,76653.0,91,1,4,7,11,2,0,0,57,317,2279,0,Partner"
"1260,Postgraduate,35860.0,37,2,1,1,2,5,0,0,53,41,49,2,Alone"
"1261,Postgraduate,90687.0,98,1,6,2,8,2,0,1,43,403,1779,0,Alone"
"1262,Postgraduate,73450.0,85,1,7,8,11,3,0,0,44,206,1804,0,Partner"
"1263,Graduate,31454.0,40,3,2,0,3,8,0,0,66,358,48,2,Partner"
"1264,Graduate,47139.0,2,2,2,1,2,7,0,1,74,115,83,2,Alone"
"1265,Graduate,83829.0,78,0,4,7,6,1,0,1,51,264,1862,0,Alone"
"1266,Postgraduate,53378.0,41,10,9,4,6,8,0,1,63,643,793,2,Partner"
"1267,Graduate,19656.0,94,3,2,1,3,7,0,0,56,506,84,1,Partner"
"1268,Postgraduate,45579.0,10,1,4,1,4,6,0,0,78,313,183,1,Partner"
"1269,Undergraduate,85485.0,73,1,6,6,6,2,0,0,68,8,1383,0,Alone"
"1270,Graduate,55956.0,22,2,7,3,4,4,0,0,82,83,999,0,Partner"
"1271,Postgraduate,64191.0,30,3,5,3,13,3,0,0,63,523,825,1,Alone"
"1272,Graduate,38808.0,21,4,5,1,4,8,0,1,54,672,246,1,Alone"
"1273,Postgraduate,57183.0,51,8,9,1,7,8,0,0,60,467,610,2,Partner"
"1274,Postgraduate,23748.0,97,3,2,1,3,8,0,0,58,585,76,1,Alone"
"1275,Graduate,66303.0,56,4,3,4,11,8,0,0,55,488,1286,1,Partner"
